ano,tipo_localizacao,rede,modalidade,grupo,percentual
2020,total,estadual,ejaensinofundamental,4,4.1
2020,rural,federal,ejaensinofundamental,4,0
2020,urbana,federal,ejaensinofundamental,4,2.1
2020,rural,total,ejaensinofundamental,4,2.7
2020,urbana,municipal,ejaensinofundamental,3,48.3
2020,total,total,ejaensinofundamental,4,3.8
2020,rural,pública,ejaensinofundamental,3,37.3
2020,urbana,pública,ejaensinofundamental,3,45.5
2020,total,pública,ejaensinofundamental,3,43.4
2020,rural,privada,ejaensinofundamental,3,60.4
2020,urbana,privada,ejaensinofundamental,3,60.7
2020,total,privada,ejaensinofundamental,3,60.7
2020,rural,municipal,ejaensinofundamental,3,36.1
2020,urbana,total,ejaensinofundamental,4,4.1
2020,rural,municipal,ejaensinofundamental,4,2.3
2020,total,pública,ejaensinofundamental,5,19.6
2020,urbana,privada,ejaensinofundamental,4,5.5
2020,total,municipal,ejaensinofundamental,3,44.7
2020,rural,privada,ejaensinofundamental,5,7.3
2020,urbana,privada,ejaensinofundamental,5,10.3
2020,total,privada,ejaensinofundamental,5,10.2
2020,rural,municipal,ejaensinofundamental,5,51.4
2020,urbana,municipal,ejaensinofundamental,5,12.6
2020,total,municipal,ejaensinofundamental,5,24.1
2020,rural,estadual,ejaensinofundamental,5,20.9
2020,urbana,estadual,ejaensinofundamental,5,5.6
2020,total,privada,ejaensinofundamental,4,5.6
2020,total,estadual,ejaensinofundamental,5,7.5
2020,urbana,federal,ejaensinofundamental,5,24.5
2020,total,federal,ejaensinofundamental,5,24.3
2020,rural,total,ejaensinofundamental,5,47.1
2020,urbana,total,ejaensinofundamental,5,10.3
2020,total,total,ejaensinofundamental,5,18.9
2020,rural,pública,ejaensinofundamental,4,2.7
2020,urbana,pública,ejaensinofundamental,4,4
2020,total,pública,ejaensinofundamental,4,3.6
2020,rural,privada,ejaensinofundamental,4,6.5
2020,rural,federal,ejaensinofundamental,5,0
2020,total,total,ejaensinofundamental,1,31.6
2020,rural,federal,ejaensinofundamental,2,100
2020,urbana,estadual,ejaensinofundamental,3,39.3
2020,total,total,ejaensinofundamental,2,1.2
2020,rural,pública,ejaensinofundamental,1,12.3
2020,urbana,pública,ejaensinofundamental,1,38.8
2020,total,pública,ejaensinofundamental,1,32.2
2020,rural,privada,ejaensinofundamental,1,25.4
2020,urbana,privada,ejaensinofundamental,1,22.2
2020,total,privada,ejaensinofundamental,1,22.3
2020,rural,municipal,ejaensinofundamental,1,9.9
2020,urbana,municipal,ejaensinofundamental,1,34.2
2020,total,municipal,ejaensinofundamental,1,27
2020,rural,estadual,ejaensinofundamental,1,27.3
2020,urbana,estadual,ejaensinofundamental,1,48.9
2020,total,estadual,ejaensinofundamental,1,46.2
2020,rural,federal,ejaensinofundamental,1,0
2020,urbana,federal,ejaensinofundamental,1,50
2020,total,federal,ejaensinofundamental,1,49.7
2020,rural,total,ejaensinofundamental,1,12.3
2020,urbana,total,ejaensinofundamental,1,37.5
2020,rural,pública,ejaensinofundamental,5,47.2
2020,urbana,total,ejaensinofundamental,2,1.4
2020,rural,estadual,ejaensinofundamental,3,44.9
2020,rural,total,ejaensinofundamental,2,0.5
2020,urbana,federal,ejaensinofundamental,2,9.6
2020,total,estadual,ejaensinofundamental,3,40
2020,rural,federal,ejaensinofundamental,3,0
2020,urbana,federal,ejaensinofundamental,3,13.8
2020,total,federal,ejaensinofundamental,3,13.8
2020,rural,total,ejaensinofundamental,3,37.4
2020,urbana,total,ejaensinofundamental,3,46.7
2020,total,total,ejaensinofundamental,3,44.5
2020,rural,pública,ejaensinofundamental,2,0.5
2020,urbana,pública,ejaensinofundamental,2,1.4
2020,total,pública,ejaensinofundamental,2,1.2
2020,rural,privada,ejaensinofundamental,2,0.4
2020,urbana,privada,ejaensinofundamental,2,1.3
2020,total,privada,ejaensinofundamental,2,1.2
2020,rural,municipal,ejaensinofundamental,2,0.3
2020,urbana,municipal,ejaensinofundamental,2,1
2020,total,municipal,ejaensinofundamental,2,0.8
2020,rural,estadual,ejaensinofundamental,2,1.9
2020,urbana,estadual,ejaensinofundamental,2,2.2
2020,total,estadual,ejaensinofundamental,2,2.2
2020,total,federal,ejaensinofundamental,2,10.1
2020,urbana,pública,ejaensinofundamental,5,10.3
2020,urbana,estadual,ejaensinomedio,3,32.9
2020,urbana,total,ejaensinomedio,1,58.2
2020,rural,municipal,ejaensinomedio,4,0.5
2020,urbana,municipal,ejaensinomedio,4,4.3
2020,total,municipal,ejaensinomedio,4,4.1
2020,rural,estadual,ejaensinomedio,4,6.6
2020,urbana,estadual,ejaensinomedio,4,3.7
2020,total,estadual,ejaensinomedio,4,3.9
2020,rural,federal,ejaensinomedio,4,2.3
2020,urbana,federal,ejaensinomedio,4,3.6
2020,total,privada,ejaensinomedio,4,5.9
2020,total,federal,ejaensinomedio,4,3.4
2020,urbana,total,ejaensinomedio,4,3.9
2020,total,total,ejaensinomedio,4,4.1
2020,rural,pública,ejaensinomedio,3,43.6
2020,urbana,pública,ejaensinomedio,3,32.8
2020,total,pública,ejaensinomedio,3,33.5
2020,rural,privada,ejaensinomedio,3,31.4
2020,urbana,privada,ejaensinomedio,3,41.3
2020,total,privada,ejaensinomedio,3,41.2
2020,rural,total,ejaensinomedio,4,6.5
2020,rural,municipal,ejaensinomedio,3,47.5
2020,urbana,privada,ejaensinomedio,4,5.8
2020,total,pública,ejaensinomedio,4,3.9
2020,total,pública,ejaensinomedio,5,2.2
2020,rural,privada,ejaensinomedio,5,23.7
2020,urbana,privada,ejaensinomedio,5,5
2020,total,privada,ejaensinomedio,5,5.1
2020,rural,municipal,ejaensinomedio,5,28.7
2020,urbana,municipal,ejaensinomedio,5,1.2
2020,total,municipal,ejaensinomedio,5,2.8
2020,rural,estadual,ejaensinomedio,5,8.4
2020,rural,privada,ejaensinomedio,4,12.6
2020,urbana,estadual,ejaensinomedio,5,1.7
2020,rural,federal,ejaensinomedio,5,1.6
2020,urbana,federal,ejaensinomedio,5,2
2020,total,federal,ejaensinomedio,5,2
2020,rural,total,ejaensinomedio,5,8.7
2020,urbana,total,ejaensinomedio,5,2
2020,total,total,ejaensinomedio,5,2.3
2020,rural,pública,ejaensinomedio,4,6.4
2020,urbana,pública,ejaensinomedio,4,3.7
2020,total,estadual,ejaensinomedio,5,2.1
2020,urbana,municipal,ejaensinomedio,3,44.5
2020,total,municipal,ejaensinomedio,3,44.7
2020,rural,estadual,ejaensinomedio,3,44.2
2020,urbana,total,ejaensinomedio,2,2.3
2020,total,total,ejaensinomedio,2,2.3
2020,rural,pública,ejaensinomedio,1,39
2020,urbana,pública,ejaensinomedio,1,59.5
2020,total,pública,ejaensinomedio,1,58.2
2020,rural,privada,ejaensinomedio,1,30.4
2020,urbana,privada,ejaensinomedio,1,44.6
2020,total,privada,ejaensinomedio,1,44.5
2020,rural,total,ejaensinomedio,2,2.5
2020,rural,municipal,ejaensinomedio,1,23.3
2020,total,municipal,ejaensinomedio,1,47.3
2020,rural,estadual,ejaensinomedio,1,38.6
2020,urbana,estadual,ejaensinomedio,1,59.6
2020,total,estadual,ejaensinomedio,1,58.3
2020,rural,federal,ejaensinomedio,1,69.2
2020,urbana,federal,ejaensinomedio,1,74.7
2020,total,federal,ejaensinomedio,1,74.1
2020,rural,total,ejaensinomedio,1,38.9
2020,urbana,municipal,ejaensinomedio,1,48.8
2020,total,federal,ejaensinomedio,2,12.7
2020,urbana,federal,ejaensinomedio,2,12.3
2020,rural,federal,ejaensinomedio,2,16.3
2020,total,estadual,ejaensinomedio,3,33.6
2020,rural,federal,ejaensinomedio,3,10.6
2020,urbana,federal,ejaensinomedio,3,7.4
2020,total,federal,ejaensinomedio,3,7.8
2020,rural,total,ejaensinomedio,3,43.4
2020,urbana,total,ejaensinomedio,3,33.6
2020,total,total,ejaensinomedio,3,34.2
2020,rural,pública,ejaensinomedio,2,2.5
2020,urbana,pública,ejaensinomedio,2,2.2
2020,total,pública,ejaensinomedio,2,2.2
2020,rural,privada,ejaensinomedio,2,1.9
2020,urbana,privada,ejaensinomedio,2,3.3
2020,total,privada,ejaensinomedio,2,3.3
2020,rural,municipal,ejaensinomedio,2,0
2020,urbana,municipal,ejaensinomedio,2,1.2
2020,total,municipal,ejaensinomedio,2,1.1
2020,rural,estadual,ejaensinomedio,2,2.2
2020,urbana,estadual,ejaensinomedio,2,2.1
2020,total,estadual,ejaensinomedio,2,2.1
2020,total,total,ejaensinomedio,1,57.1
2020,urbana,pública,ejaensinomedio,5,1.8
2020,rural,pública,ejaensinomedio,5,8.5
2020,total,total,ensinofundamentalanosfinais,1,56.7
2020,total,privada,ensinofundamentalanosfinais,4,4.5
2020,rural,municipal,ensinofundamentalanosfinais,4,3
2020,urbana,municipal,ensinofundamentalanosfinais,4,3
2020,total,municipal,ensinofundamentalanosfinais,4,3
2020,rural,estadual,ensinofundamentalanosfinais,4,4.5
2020,urbana,estadual,ensinofundamentalanosfinais,4,2.5
2020,total,estadual,ensinofundamentalanosfinais,4,2.7
2020,rural,federal,ensinofundamentalanosfinais,4,0
2020,urbana,federal,ensinofundamentalanosfinais,4,3.8
2020,total,federal,ensinofundamentalanosfinais,4,3.8
2020,rural,total,ensinofundamentalanosfinais,4,3.3
2020,urbana,total,ensinofundamentalanosfinais,4,3.1
2020,total,total,ensinofundamentalanosfinais,4,3.2
2020,rural,pública,ensinofundamentalanosfinais,3,45.5
2020,urbana,pública,ensinofundamentalanosfinais,3,26
2020,total,pública,ensinofundamentalanosfinais,3,31.1
2020,rural,privada,ensinofundamentalanosfinais,3,26.2
2020,urbana,privada,ensinofundamentalanosfinais,3,22
2020,total,privada,ensinofundamentalanosfinais,3,22
2020,urbana,privada,ensinofundamentalanosfinais,4,4.5
2020,rural,municipal,ensinofundamentalanosfinais,3,48
2020,rural,privada,ensinofundamentalanosfinais,4,4.5
2020,urbana,pública,ensinofundamentalanosfinais,4,2.7
2020,rural,pública,ensinofundamentalanosfinais,5,23.5
2020,urbana,pública,ensinofundamentalanosfinais,5,3
2020,total,pública,ensinofundamentalanosfinais,5,8.3
2020,rural,privada,ensinofundamentalanosfinais,5,17
2020,urbana,privada,ensinofundamentalanosfinais,5,8.5
2020,total,privada,ensinofundamentalanosfinais,5,8.7
2020,rural,municipal,ensinofundamentalanosfinais,5,24.4
2020,urbana,municipal,ensinofundamentalanosfinais,5,4.6
2020,total,municipal,ensinofundamentalanosfinais,5,12.3
2020,rural,estadual,ensinofundamentalanosfinais,5,18.5
2020,urbana,estadual,ensinofundamentalanosfinais,5,1.4
2020,total,estadual,ensinofundamentalanosfinais,5,2.9
2020,rural,federal,ensinofundamentalanosfinais,5,0
2020,urbana,federal,ensinofundamentalanosfinais,5,1.4
2020,total,federal,ensinofundamentalanosfinais,5,1.4
2020,rural,total,ensinofundamentalanosfinais,5,23.4
2020,urbana,total,ensinofundamentalanosfinais,5,4.3
2020,total,total,ensinofundamentalanosfinais,5,8.4
2020,rural,pública,ensinofundamentalanosfinais,4,3.3
2020,total,pública,ensinofundamentalanosfinais,4,2.9
2020,urbana,municipal,ensinofundamentalanosfinais,3,29.5
2020,rural,estadual,ensinofundamentalanosfinais,3,31
2020,urbana,total,ensinofundamentalanosfinais,1,64.9
2020,rural,total,ensinofundamentalanosfinais,2,0.8
2020,urbana,total,ensinofundamentalanosfinais,2,2.6
2020,total,total,ensinofundamentalanosfinais,2,2.2
2020,rural,pública,ensinofundamentalanosfinais,1,26.9
2020,urbana,pública,ensinofundamentalanosfinais,1,65.9
2020,total,pública,ensinofundamentalanosfinais,1,55.7
2020,rural,privada,ensinofundamentalanosfinais,1,49.8
2020,total,municipal,ensinofundamentalanosfinais,3,36.6
2020,total,privada,ensinofundamentalanosfinais,1,61.4
2020,rural,municipal,ensinofundamentalanosfinais,1,24
2020,urbana,municipal,ensinofundamentalanosfinais,1,60.9
2020,total,municipal,ensinofundamentalanosfinais,1,46.7
2020,rural,estadual,ensinofundamentalanosfinais,1,44
2020,urbana,estadual,ensinofundamentalanosfinais,1,70.4
2020,total,estadual,ensinofundamentalanosfinais,1,68
2020,rural,federal,ensinofundamentalanosfinais,1,81.3
2020,urbana,federal,ensinofundamentalanosfinais,1,81.4
2020,total,federal,ensinofundamentalanosfinais,1,81.4
2020,rural,total,ensinofundamentalanosfinais,1,27.1
2020,total,federal,ensinofundamentalanosfinais,2,7.9
2020,urbana,federal,ensinofundamentalanosfinais,2,7.9
2020,urbana,privada,ensinofundamentalanosfinais,1,61.6
2020,total,estadual,ensinofundamentalanosfinais,2,2.7
2020,rural,federal,ensinofundamentalanosfinais,2,12.5
2020,urbana,estadual,ensinofundamentalanosfinais,3,22.9
2020,total,estadual,ensinofundamentalanosfinais,3,23.7
2020,rural,federal,ensinofundamentalanosfinais,3,6.2
2020,urbana,federal,ensinofundamentalanosfinais,3,5.5
2020,total,federal,ensinofundamentalanosfinais,3,5.5
2020,urbana,total,ensinofundamentalanosfinais,3,25.1
2020,total,total,ensinofundamentalanosfinais,3,29.5
2020,rural,pública,ensinofundamentalanosfinais,2,0.8
2020,rural,total,ensinofundamentalanosfinais,3,45.4
2020,total,pública,ensinofundamentalanosfinais,2,2
2020,urbana,pública,ensinofundamentalanosfinais,2,2.4
2020,rural,estadual,ensinofundamentalanosfinais,2,2
2020,total,municipal,ensinofundamentalanosfinais,2,1.4
2020,urbana,municipal,ensinofundamentalanosfinais,2,2
2020,urbana,estadual,ensinofundamentalanosfinais,2,2.8
2020,total,privada,ensinofundamentalanosfinais,2,3.4
2020,urbana,privada,ensinofundamentalanosfinais,2,3.4
2020,rural,privada,ensinofundamentalanosfinais,2,2.5
2020,rural,municipal,ensinofundamentalanosfinais,2,0.6
2020,total,federal,ensinofundamentalanosiniciais,4,2.6
2020,urbana,municipal,ensinofundamentalanosiniciais,4,1.9
2020,total,municipal,ensinofundamentalanosiniciais,4,1.8
2020,rural,estadual,ensinofundamentalanosiniciais,4,3.2
2020,urbana,estadual,ensinofundamentalanosiniciais,4,1.4
2020,total,estadual,ensinofundamentalanosiniciais,4,1.5
2020,rural,federal,ensinofundamentalanosiniciais,4,0
2020,urbana,federal,ensinofundamentalanosiniciais,4,2.6
2020,rural,total,ensinofundamentalanosiniciais,4,1.6
2020,urbana,municipal,ensinofundamentalanosiniciais,3,11.8
2020,total,total,ensinofundamentalanosiniciais,4,1.8
2020,rural,pública,ensinofundamentalanosiniciais,3,11.8
2020,urbana,pública,ensinofundamentalanosiniciais,3,10.7
2020,total,pública,ensinofundamentalanosiniciais,3,10.9
2020,rural,privada,ensinofundamentalanosiniciais,3,9.1
2020,urbana,privada,ensinofundamentalanosiniciais,3,10.6
2020,total,privada,ensinofundamentalanosiniciais,3,10.6
2020,rural,municipal,ensinofundamentalanosiniciais,3,12.2
2020,urbana,total,ensinofundamentalanosiniciais,4,1.8
2020,total,privada,ensinofundamentalanosiniciais,4,2
2020,urbana,pública,ensinofundamentalanosiniciais,5,7.9
2020,rural,privada,ensinofundamentalanosiniciais,4,1.3
2020,total,municipal,ensinofundamentalanosiniciais,3,11.9
2020,rural,privada,ensinofundamentalanosiniciais,5,38.9
2020,urbana,privada,ensinofundamentalanosiniciais,5,25.8
2020,total,privada,ensinofundamentalanosiniciais,5,25.9
2020,rural,municipal,ensinofundamentalanosiniciais,5,26.5
2020,urbana,municipal,ensinofundamentalanosiniciais,5,8.8
2020,total,municipal,ensinofundamentalanosiniciais,5,12.5
2020,rural,estadual,ensinofundamentalanosiniciais,5,26.5
2020,urbana,estadual,ensinofundamentalanosiniciais,5,3.8
2020,total,estadual,ensinofundamentalanosiniciais,5,5.6
2020,rural,federal,ensinofundamentalanosiniciais,5,0
2020,urbana,federal,ensinofundamentalanosiniciais,5,4.6
2020,total,federal,ensinofundamentalanosiniciais,5,4.6
2020,rural,total,ensinofundamentalanosiniciais,5,26.7
2020,urbana,total,ensinofundamentalanosiniciais,5,13.3
2020,total,total,ensinofundamentalanosiniciais,5,15.2
2020,rural,pública,ensinofundamentalanosiniciais,4,1.6
2020,urbana,pública,ensinofundamentalanosiniciais,4,1.8
2020,total,pública,ensinofundamentalanosiniciais,4,1.7
2020,urbana,privada,ensinofundamentalanosiniciais,4,2
2020,rural,estadual,ensinofundamentalanosiniciais,3,6.8
2020,urbana,federal,ensinofundamentalanosiniciais,2,16.9
2020,total,estadual,ensinofundamentalanosiniciais,3,5.3
2020,total,total,ensinofundamentalanosiniciais,2,2.7
2020,rural,pública,ensinofundamentalanosiniciais,1,57.7
2020,urbana,pública,ensinofundamentalanosiniciais,1,77.1
2020,total,pública,ensinofundamentalanosiniciais,1,73.5
2020,rural,privada,ensinofundamentalanosiniciais,1,48
2020,urbana,privada,ensinofundamentalanosiniciais,1,58
2020,total,privada,ensinofundamentalanosiniciais,1,57.9
2020,rural,municipal,ensinofundamentalanosiniciais,1,57.4
2020,urbana,municipal,ensinofundamentalanosiniciais,1,74.8
2020,total,municipal,ensinofundamentalanosiniciais,1,71.2
2020,rural,estadual,ensinofundamentalanosiniciais,1,62.7
2020,urbana,estadual,ensinofundamentalanosiniciais,1,88.2
2020,total,estadual,ensinofundamentalanosiniciais,1,86.2
2020,rural,federal,ensinofundamentalanosiniciais,1,70.6
2020,urbana,federal,ensinofundamentalanosiniciais,1,69.3
2020,total,federal,ensinofundamentalanosiniciais,1,69.3
2020,rural,total,ensinofundamentalanosiniciais,1,57.6
2020,urbana,total,ensinofundamentalanosiniciais,1,71.5
2020,total,total,ensinofundamentalanosiniciais,1,69.5
2020,urbana,total,ensinofundamentalanosiniciais,2,2.8
2020,urbana,estadual,ensinofundamentalanosiniciais,3,5.2
2020,rural,total,ensinofundamentalanosiniciais,2,2.3
2020,total,pública,ensinofundamentalanosiniciais,5,11.5
2020,rural,federal,ensinofundamentalanosiniciais,3,11.8
2020,urbana,federal,ensinofundamentalanosiniciais,3,6.6
2020,total,federal,ensinofundamentalanosiniciais,3,6.6
2020,rural,total,ensinofundamentalanosiniciais,3,11.8
2020,urbana,total,ensinofundamentalanosiniciais,3,10.6
2020,total,total,ensinofundamentalanosiniciais,3,10.8
2020,rural,pública,ensinofundamentalanosiniciais,2,2.3
2020,urbana,pública,ensinofundamentalanosiniciais,2,2.5
2020,total,pública,ensinofundamentalanosiniciais,2,2.4
2020,rural,privada,ensinofundamentalanosiniciais,2,2.7
2020,urbana,privada,ensinofundamentalanosiniciais,2,3.6
2020,total,privada,ensinofundamentalanosiniciais,2,3.6
2020,rural,municipal,ensinofundamentalanosiniciais,2,2.4
2020,urbana,municipal,ensinofundamentalanosiniciais,2,2.7
2020,total,municipal,ensinofundamentalanosiniciais,2,2.6
2020,rural,estadual,ensinofundamentalanosiniciais,2,0.8
2020,urbana,estadual,ensinofundamentalanosiniciais,2,1.4
2020,total,estadual,ensinofundamentalanosiniciais,2,1.4
2020,rural,federal,ensinofundamentalanosiniciais,2,17.6
2020,total,federal,ensinofundamentalanosiniciais,2,16.9
2020,rural,pública,ensinofundamentalanosiniciais,5,26.6
2020,rural,municipal,ensinofundamentalanosiniciais,4,1.5
2020,urbana,pública,ensinofundamentaltotal,5,5.7
2020,total,municipal,ensinofundamentaltotal,4,2.2
2020,rural,estadual,ensinofundamentaltotal,4,4.1
2020,urbana,estadual,ensinofundamentaltotal,4,2.2
2020,total,estadual,ensinofundamentaltotal,4,2.4
2020,rural,federal,ensinofundamentaltotal,4,0
2020,urbana,federal,ensinofundamentaltotal,4,3.4
2020,total,federal,ensinofundamentaltotal,4,3.4
2020,rural,total,ensinofundamentaltotal,4,2.5
2020,urbana,municipal,ensinofundamentaltotal,4,2.2
2020,urbana,total,ensinofundamentaltotal,4,2.4
2020,rural,pública,ensinofundamentaltotal,3,30.5
2020,urbana,pública,ensinofundamentaltotal,3,17.6
2020,total,pública,ensinofundamentaltotal,3,20.4
2020,rural,privada,ensinofundamentaltotal,3,15.4
2020,urbana,privada,ensinofundamentaltotal,3,14.6
2020,total,privada,ensinofundamentaltotal,3,14.7
2020,rural,municipal,ensinofundamentaltotal,3,31.3
2020,urbana,municipal,ensinofundamentaltotal,3,17.5
2020,total,total,ensinofundamentaltotal,4,2.4
2020,rural,municipal,ensinofundamentaltotal,4,2.3
2020,total,privada,ensinofundamentaltotal,4,2.9
2020,urbana,privada,ensinofundamentaltotal,4,2.9
2020,rural,privada,ensinofundamentaltotal,5,30.8
2020,urbana,privada,ensinofundamentaltotal,5,19.7
2020,total,privada,ensinofundamentaltotal,5,19.7
2020,rural,municipal,ensinofundamentaltotal,5,25.4
2020,urbana,municipal,ensinofundamentaltotal,5,7.5
2020,total,municipal,ensinofundamentaltotal,5,12.4
2020,rural,estadual,ensinofundamentaltotal,5,20.6
2020,urbana,estadual,ensinofundamentaltotal,5,2
2020,total,estadual,ensinofundamentaltotal,5,3.7
2020,rural,federal,ensinofundamentaltotal,5,0
2020,urbana,federal,ensinofundamentaltotal,5,2.5
2020,total,federal,ensinofundamentaltotal,5,2.4
2020,rural,total,ensinofundamentaltotal,5,24.9
2020,urbana,total,ensinofundamentaltotal,5,9.4
2020,total,total,ensinofundamentaltotal,5,12.1
2020,rural,pública,ensinofundamentaltotal,4,2.5
2020,urbana,pública,ensinofundamentaltotal,4,2.2
2020,total,pública,ensinofundamentaltotal,4,2.3
2020,rural,privada,ensinofundamentaltotal,4,2.5
2020,total,municipal,ensinofundamentaltotal,3,21.3
2020,rural,estadual,ensinofundamentaltotal,3,24.7
2020,urbana,estadual,ensinofundamentaltotal,3,17.8
2020,total,estadual,ensinofundamentaltotal,3,18.4
2020,total,total,ensinofundamentaltotal,2,2.5
2020,rural,pública,ensinofundamentaltotal,1,40.6
2020,urbana,pública,ensinofundamentaltotal,1,72.1
2020,total,pública,ensinofundamentaltotal,1,65.1
2020,rural,privada,ensinofundamentaltotal,1,48.7
2020,urbana,privada,ensinofundamentaltotal,1,59.3
2020,total,privada,ensinofundamentaltotal,1,59.2
2020,rural,municipal,ensinofundamentaltotal,1,39.6
2020,urbana,municipal,ensinofundamentaltotal,1,70.4
2020,total,municipal,ensinofundamentaltotal,1,61.9
2020,rural,estadual,ensinofundamentaltotal,1,48.9
2020,urbana,estadual,ensinofundamentaltotal,1,75.6
2020,total,estadual,ensinofundamentaltotal,1,73.2
2020,rural,federal,ensinofundamentaltotal,1,75.8
2020,urbana,federal,ensinofundamentaltotal,1,77.6
2020,total,federal,ensinofundamentaltotal,1,77.6
2020,rural,total,ensinofundamentaltotal,1,40.7
2020,urbana,total,ensinofundamentaltotal,1,68.7
2020,total,total,ensinofundamentaltotal,1,63.8
2020,urbana,total,ensinofundamentaltotal,2,2.7
2020,rural,pública,ensinofundamentaltotal,5,25
2020,rural,total,ensinofundamentaltotal,2,1.5
2020,urbana,federal,ensinofundamentaltotal,2,10.7
2020,rural,federal,ensinofundamentaltotal,3,9
2020,urbana,federal,ensinofundamentaltotal,3,5.8
2020,total,federal,ensinofundamentaltotal,3,5.9
2020,rural,total,ensinofundamentaltotal,3,30.4
2020,urbana,total,ensinofundamentaltotal,3,16.8
2020,total,total,ensinofundamentaltotal,3,19.2
2020,rural,pública,ensinofundamentaltotal,2,1.4
2020,urbana,pública,ensinofundamentaltotal,2,2.4
2020,total,pública,ensinofundamentaltotal,2,2.2
2020,rural,privada,ensinofundamentaltotal,2,2.6
2020,urbana,privada,ensinofundamentaltotal,2,3.5
2020,total,privada,ensinofundamentaltotal,2,3.5
2020,rural,municipal,ensinofundamentaltotal,2,1.4
2020,urbana,municipal,ensinofundamentaltotal,2,2.4
2020,total,municipal,ensinofundamentaltotal,2,2.2
2020,rural,estadual,ensinofundamentaltotal,2,1.7
2020,urbana,estadual,ensinofundamentaltotal,2,2.4
2020,total,estadual,ensinofundamentaltotal,2,2.3
2020,rural,federal,ensinofundamentaltotal,2,15.2
2020,total,federal,ensinofundamentaltotal,2,10.7
2020,total,pública,ensinofundamentaltotal,5,10
2020,total,pública,ensinomediototal,5,2
2020,total,total,ensinomediototal,1,65.2
2020,total,municipal,ensinomediototal,4,1.9
2020,rural,estadual,ensinomediototal,4,5.3
2020,urbana,estadual,ensinomediototal,4,3.5
2020,total,estadual,ensinomediototal,4,3.6
2020,rural,federal,ensinomediototal,4,4
2020,urbana,federal,ensinomediototal,4,6.2
2020,total,federal,ensinomediototal,4,5.9
2020,rural,total,ensinomediototal,4,5.4
2020,urbana,municipal,ensinomediototal,4,1.9
2020,urbana,total,ensinomediototal,4,4
2020,rural,pública,ensinomediototal,3,32.2
2020,urbana,pública,ensinomediototal,3,26.2
2020,total,pública,ensinomediototal,3,26.7
2020,rural,privada,ensinomediototal,3,31
2020,urbana,privada,ensinomediototal,3,20.6
2020,total,privada,ensinomediototal,3,20.7
2020,rural,municipal,ensinomediototal,3,45.7
2020,urbana,municipal,ensinomediototal,3,22.3
2020,total,total,ensinomediototal,4,4.1
2020,rural,municipal,ensinomediototal,4,1.9
2020,total,privada,ensinomediototal,4,6
2020,urbana,privada,ensinomediototal,4,5.9
2020,rural,privada,ensinomediototal,5,9
2020,urbana,privada,ensinomediototal,5,4.2
2020,total,privada,ensinomediototal,5,4.3
2020,rural,municipal,ensinomediototal,5,15.5
2020,urbana,municipal,ensinomediototal,5,2
2020,total,municipal,ensinomediototal,5,3.9
2020,rural,estadual,ensinomediototal,5,7.9
2020,urbana,estadual,ensinomediototal,5,1.5
2020,total,estadual,ensinomediototal,5,2.2
2020,rural,federal,ensinomediototal,5,1.1
2020,urbana,federal,ensinomediototal,5,0.8
2020,total,federal,ensinomediototal,5,0.8
2020,rural,total,ensinomediototal,5,7.6
2020,urbana,total,ensinomediototal,5,1.9
2020,total,total,ensinomediototal,5,2.4
2020,rural,pública,ensinomediototal,4,5.2
2020,urbana,pública,ensinomediototal,4,3.6
2020,total,pública,ensinomediototal,4,3.7
2020,rural,privada,ensinomediototal,4,10.9
2020,total,municipal,ensinomediototal,3,25.6
2020,urbana,pública,ensinomediototal,5,1.6
2020,rural,estadual,ensinomediototal,3,33.4
2020,total,estadual,ensinomediototal,3,27.3
2020,total,total,ensinomediototal,2,2.6
2020,rural,pública,ensinomediototal,1,52.6
2020,urbana,pública,ensinomediototal,1,66
2020,total,pública,ensinomediototal,1,65
2020,rural,privada,ensinomediototal,1,47
2020,urbana,privada,ensinomediototal,1,66.2
2020,total,privada,ensinomediototal,1,65.9
2020,rural,municipal,ensinomediototal,1,36.6
2020,urbana,total,ensinomediototal,2,2.7
2020,urbana,municipal,ensinomediototal,1,71.8
2020,rural,estadual,ensinomediototal,1,51.6
2020,urbana,estadual,ensinomediototal,1,65.8
2020,total,estadual,ensinomediototal,1,64.7
2020,rural,federal,ensinomediototal,1,71.9
2020,urbana,federal,ensinomediototal,1,74.1
2020,total,federal,ensinomediototal,1,73.8
2020,rural,total,ensinomediototal,1,52.4
2020,urbana,total,ensinomediototal,1,66.1
2020,total,municipal,ensinomediototal,1,66.8
2020,rural,total,ensinomediototal,2,2.5
2020,total,federal,ensinomediototal,2,11.9
2020,urbana,federal,ensinomediototal,2,11.7
2020,rural,federal,ensinomediototal,3,10.3
2020,urbana,federal,ensinomediototal,3,7.2
2020,total,federal,ensinomediototal,3,7.6
2020,rural,total,ensinomediototal,3,32.1
2020,urbana,total,ensinomediototal,3,25.3
2020,total,total,ensinomediototal,3,25.7
2020,rural,pública,ensinomediototal,2,2.5
2020,urbana,pública,ensinomediototal,2,2.6
2020,total,pública,ensinomediototal,2,2.6
2020,rural,privada,ensinomediototal,2,2.1
2020,urbana,privada,ensinomediototal,2,3.1
2020,total,privada,ensinomediototal,2,3.1
2020,rural,municipal,ensinomediototal,2,0.3
2020,urbana,municipal,ensinomediototal,2,2
2020,total,municipal,ensinomediototal,2,1.8
2020,rural,estadual,ensinomediototal,2,1.8
